Movie,Article Date,Article Title,Article Description,Topics,Open Coding,Annotation,Annotation,Names,,,,,Open Coding,,,,,,,,Movie
The Holdovers,2023-11-12T21:17:16Z,"‘Priscilla’, ‘The Holdovers’ Expand Nicely; ‘Dream Scenario’ With Nicolas Cage Sees Solid Limited Opening – Specialty Box Office","Festival and specialty fare releases crowded the top ten this weekend with Priscilla (A24) and The Holdovers (Focus Features) expanding to hit nos. 4 and 6 respectively. Yash Raj Films’ Bollywood thriller Tiger 3 is at no. 8, and world of mouth continued to b…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Holdovers,2023-10-30T21:23:07Z,‘Curse Of The Sin Eater:’ Horror Pic Starring ‘The Holdover’ Actor Carter Shimp Lands Deal Ahead Of AFM,"EXCLUSIVE: LA-based Bleiberg Entertainment has picked up worldwide rights to Curse Of The Sin Eater, a horror pic starring Carter Shimp ((Alexander Payne’s The Holdovers, The Year Between), Elizabeth Laidlaw (Good Guy with A Gun), and Marcelo Wright (Chicago…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Holdovers,2023-11-03T19:10:49Z,"Daisy Ridley Stars In ‘The Marsh King’s Daughter’, Meg Ryan’s Rom-Com Return, ‘Priscilla’ Expands – Specialty Preview","A24’s Priscilla by Sofia Coppola catapults from four screens to 1,300, Alexander Payne’s The Holdovers from Focus Features expands to 60 from six and two new indies have wide debuts — What Happens Later from Bleecker Street, directed by and starring Meg Ryan,…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Holdovers,2023-10-27T08:55:45Z,The Holdovers is a Revelation,"You heard me. The Holdovers is perfect. It’s perfect. The film opens in a limited release on October 27th and nationwide on November 10th. It is my hope that as many people as possible go to see it—not merely for the film’s success, but because of how wonderf…",Review,,Review,Review,,,,,,,,,,,,,,
The Holdovers,2023-10-18T15:20:00Z,MOVIES: LFF 2023 - The Holdovers - Review,,Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Holdovers,2023-11-03T23:34:25Z,"Win A Trip To Boston- $2,000 Check & More!","Focus Features is celebrating the release of the movie The Holdover by giving away a trip to Boston, Massachusetts! The prize includes a check for $2,000 to use towards travel and accommodations in Boston, a signed The Holdovers movie poster and more! It’s be…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
About Dry Grasses,2023-10-24T12:48:47Z,"CIFF 2023: Explanation for Everything, About Dry Grasses, Do Not Expect Too Much from the End of the World","On three international films from CIFF, including the latest from Nuri Bilge Ceylan and Radu Jude, along with the Gold Hugo winner.",Review,,Review,Review,,,,,,,,,,,,,,
Fallen Leaves,2023-11-07T10:00:00Z,‘Fallen Leaves’ & ‘The Zone Of Interest’ Top European Film Award Nominations In Main Categories,Finnish filmmaker Aki Kaurismäki’s Fallen Leaves and UK director Jonathan Glazer The Zone Of Interest lead the nominations in the main categories of the 36th European Film Awards which will take place in Berlin on December 9. The dramas are nominated in all f…,Review,,Review,Review,,,,,,,,,,,,,,
Fallen Leaves,2023-10-20T13:41:36Z,"CIFF 2023: The Taste of Things, Fallen Leaves, La Chimera",On three major international films that played at CIFF this year.,Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Fallen Leaves,2023-11-07T19:26:21Z,"‘The Zone of Interest,’ ‘Fallen Leaves’ & ‘Anatomy Of A Fall’ Top 2023 European Film Awards Nominations","If you’re searching for a proven precursor for the International Film Oscar race or even potential Best Picture nominees, look no further than the European Film Awards. Recent Best Film winners include Academy Award favorites such as “Triangle of Sadness,” “T…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Fallen Leaves,2023-11-07T10:04:22Z,‘Fallen Leaves’ & ‘The Zone Of Interest’ Top European Film Award Nominations In Main Categories,Finnish filmmaker Aki Kaurismäki’s Fallen Leaves and UK director Jonathan Glazer The Zone Of Interest lead the nominations in the main categories of the 36th European Film Awards which will take place in Berlin on December 9. The dramas are nominated in all f…,Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Fallen Leaves,2023-11-07T10:00:12Z,"Oscar Contenders ‘Zone of Interest,’ ‘Io Capitano,’ ‘Fallen Leaves’ Among 2023 European Film Award Nominees","2023 Best European Film Nominees: Anatomy of a Fall, Fallen Leaves, The Zone Of Interest, Io Capitano, Green Border. Jonathan Glazer’s harrowing Holocaust drama The Zone of Interest leads the nominations for this year’s European Film Awards (EFAs), picking up…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Fallen Leaves,2023-11-07T16:49:28Z,Aki Kaurismäki's comedy-drama nominated for Best European Film award,"The European Film Academy nominated Fallen Leaves in a total of five categories, including best director, best actress and best actor.",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Fallen Leaves,2023-11-07T10:02:07Z,"‘The Zone of Interest,’ ‘Fallen Leaves’ Lead European Film Awards Race, Followed by ‘Anatomy of a Fall’","Jonathan Glazer‘s “The Zone of Interest” and Aki Kaurismäki‘s “Fallen Leaves” led the European Film Awards race after nominations for the major categories were revealed Tuesday. The films were nominated in all five major categories – European film, director, …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Fallen Leaves,2023-11-07T09:59:56Z,"‘The Zone of Interest,’ ‘Fallen Leaves’ Lead European Film Awards Race, Followed by ‘Anatomy of a Fall’","Jonathan Glazer’s “The Zone of Interest” and Aki Kaurismäki’s “Fallen Leaves” led the European Film Awards race after nominations for the major categories were revealed Tuesday. The films were nominated in all five major categories – European film, director, …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T14:56:07Z,The Zone Of Interest Trailer Presents The Most Disturbing Movie Of 2023,"Jonathan Glazer, the director of Under the Skin, returns with the disturbing The Zone of Interest. Watch the unsettling trailer for the film right here.",Review,,Review,Review,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T13:11:04Z,‘The Zone of Interest’ Trailer: Jonathan Glazer’s Chilling Holocaust Drama Peers Over the Walls of Auschwitz,The Cannes Grand Jury Prize-winning A24 feature marks Glazer's first film in 10 years.,Review,,Review,Review,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T13:31:34Z,First Official Trailer for Jonathan Glazer's 'The Zone of Interest' Film,"""Do not look away."" A24 has revealed the first official trailer for The Zone of Interest, the acclaimed new film from British filmmaker Jonathan Glazer (of Sexy Beast, Birth, and Under the Skin previously). This first premiered at the 2023 Cannes Film Festiva…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Zone of Interest,2023-11-07T10:00:00Z,‘Fallen Leaves’ & ‘The Zone Of Interest’ Top European Film Award Nominations In Main Categories,Finnish filmmaker Aki Kaurismäki’s Fallen Leaves and UK director Jonathan Glazer The Zone Of Interest lead the nominations in the main categories of the 36th European Film Awards which will take place in Berlin on December 9. The dramas are nominated in all f…,Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Zone of Interest,2023-10-18T10:16:57Z,‘Zone Of Interest’ Teaser; BBC Studios And Nippon TV Partner; Fremantle Set Jamie Oliver FAST Channel — Global Briefs,"‘The Zone Of Interest’ Teaser Trailer We have the first trailer for Jonathan Glazer’s Cannes-winning Holocaust drama The Zone of Interest. Written and directed by Glazer, based on the novel by the late Martin Amis, the film stars Christian Friedel and Sandra…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T15:18:36Z,The Zone of Interest Trailer Previews A24’s Cannes-Winning Historical Drama From Jonathan Glazer,"A24 has released the official trailer for The Zone of Interest, a historical drama based on Martin Amis’ 2014 novel of the same name. The project will feature a Nazi officer and his family who live an idyllic life next to the Auschwitz concentration camp. The…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T15:46:49Z,The Zone of Interest | Official Trailer HD | A24,"From writer/director Jonathan Glazer and starring Sandra Hüller, Christian Friedel, and Ralph Herforth. THE ZONE OF INTEREST – Coming Soon. source",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T15:55:12Z,A24 releases terrifying trailer for Under The Skin director's new film The Zone Of Interest,The film is out this December,Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Zone of Interest,2023-10-31T00:04:13Z,89 Films Enter International Race at 96th Academy Awards,"""The Zone of Interest,"" ""The Taste of Things"" and ""Perfect Days"" are among the features assigned to voters in the category 
The post 89 Films Enter International Race at 96th Academy Awards appeared first on TheWrap.",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Zone of Interest,2023-11-07T19:26:21Z,"‘The Zone of Interest,’ ‘Fallen Leaves’ & ‘Anatomy Of A Fall’ Top 2023 European Film Awards Nominations","If you’re searching for a proven precursor for the International Film Oscar race or even potential Best Picture nominees, look no further than the European Film Awards. Recent Best Film winners include Academy Award favorites such as “Triangle of Sadness,” “T…",Review,,Review,Review,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T13:10:27Z,‘The Zone Of Interest’ Trailer: Jonathan Glazer Depicts The Horrifying Banality Of Evil With New Holocaust Drama,"Jonathan Glazer’s first feature film since 2013’s “Under the Skin” is the long-awaited and much anticipated “The Zone of Interest.” The drama premiered to rave reviews at the Cannes Film Festival in May, where it won the second-biggest award, the Grand Jury P…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Zone of Interest,2023-10-23T07:00:00Z,How to get into... Jonathan Glazer movies,"As 'The Zone of Interest' arrives, we look back through the director's hypnotic and bleak cinematic career.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Zone of Interest,2023-10-24T16:16:09Z,"‘Past Lives,’ ‘The Zone of Interest’ Lead Gotham Award Nominations","Celine Song’s “Past Lives,” Ira Sachs’ “Passages,” Tina Satter’s “Reality,” Kelly Reichardt’s “Showing Up” and A.V. Rockwell’s “A Thousand and One” have been nominated as best festure of 2023 at the 33th annual Gotham Awards, which announced its nominations o…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T19:40:25Z,First Trailer: Jonathan Glazer’s “Zone of Interest”,"A24 has premiered the official trailer for its historical drama “The Zone of Interest” which marks the return to filmmaking of “Under the Skin” and “Sexy Beast” director Jonathan Glazer after a decade hiatus. Loosely based on author Martin Amis’ novel, the fi…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T13:44:17Z,"‘The Zone of Interest’ Trailer: A24 Unveils Brutal, Gut-Wrenching Holocaust Drama","A24 has unveiled the trailer for Jonathan Glazer’s “The Zone of Interest.” The German-language Holocaust drama tells a chilling story of real-life German SS officer Rudolf Höss and his wife Hedwig, who raised their children in a farmhouse next door to Auschwi…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Zone of Interest,2023-11-07T10:04:22Z,‘Fallen Leaves’ & ‘The Zone Of Interest’ Top European Film Award Nominations In Main Categories,Finnish filmmaker Aki Kaurismäki’s Fallen Leaves and UK director Jonathan Glazer The Zone Of Interest lead the nominations in the main categories of the 36th European Film Awards which will take place in Berlin on December 9. The dramas are nominated in all f…,Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Zone of Interest,2023-11-07T10:00:12Z,"Oscar Contenders ‘Zone of Interest,’ ‘Io Capitano,’ ‘Fallen Leaves’ Among 2023 European Film Award Nominees","2023 Best European Film Nominees: Anatomy of a Fall, Fallen Leaves, The Zone Of Interest, Io Capitano, Green Border. Jonathan Glazer’s harrowing Holocaust drama The Zone of Interest leads the nominations for this year’s European Film Awards (EFAs), picking up…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Zone of Interest,2023-11-07T10:02:07Z,"‘The Zone of Interest,’ ‘Fallen Leaves’ Lead European Film Awards Race, Followed by ‘Anatomy of a Fall’","Jonathan Glazer‘s “The Zone of Interest” and Aki Kaurismäki‘s “Fallen Leaves” led the European Film Awards race after nominations for the major categories were revealed Tuesday. The films were nominated in all five major categories – European film, director, …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Zone of Interest,2023-10-18T10:22:35Z,‘Zone Of Interest’ Teaser; BBC Studios And Nippon TV Partner; Fremantle Set Jamie Oliver FAST Channel,"We have the first trailer for Jonathan Glazer’s Cannes-winning Holocaust drama The Zone of Interest. Written and directed by Glazer, based on the novel by the late Martin Amis, the film stars Christian Friedel and Sandra Hüller, with a score by Oscar-nominate…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Zone of Interest,2023-11-12T22:30:11Z,Zac Efron Recalls Wrestler Kevin Von Erich’s Reaction to ‘The Iron Claw’: ‘It’s Far and Away the Most Important Review to Me’,"Could A24 wrestle another Oscar contender into the mix, while already having two strong candidates with “Past Lives” and “The Zone of Interest”? At the beginning of “The Iron Claw,” the narrator says the Von Erich family is cursed. Towards the latter half of …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T20:37:51Z,"‘The Zone of Interest’: Know release date, trailer, cast, filming and more","A24 reveals ""The Zone of Interest"" trailer, a Holocaust drama about German SS officer Rudolf Höss and his family living near Auschwitz. Starring Christian Friedel and Sandra Hüller, it was shot in Poland and Germany. It will be released on December 8 in the U…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T13:47:54Z,A24’s ‘The Zone Of Interest’ Trailer Is An Eerie Look At Pure Evil,This looks scarier than most horror movies.,Review,,Review,Review,,,,,,,,,,,,,,
The Zone of Interest,2023-10-20T14:05:18Z,Friday One Sheet: THE ZONE OF INTEREST,"Negative space factors quite figuratively into the execution (as it were) of Jonathan Glazer's magnificently icky, and profoundly disturbing domestic drama, The Zone Of Interest. Design studio Kellerhouse have integrated that into their key art for the film, …",Review,,Review,Review,,,,,,,,,,,,,,
The Zone of Interest,2023-11-13T14:02:09Z,THE ZONE OF INTEREST and ANATOMY OF A FALL Lead European Film Award Nominations 2023,"Jonathan Glazer, Agnieszka Holland, Sandra Hüller and Mads Mikkelsen are among the nominees. 
 
 [Read the whole post on screenanarchy.com...]",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Zone of Interest,2023-10-17T13:10:37Z,"‘The Zone of Interest’ Trailer: A24 Unveils Brutal, Gut-Wrenching Holocaust Drama","A24 has unveiled the trailer for Jonathan Glazer’s “The Zone of Interest.” The German-language Holocaust drama tells a chilling story of real-life German SS officer Rudolf Höss and his wife Hedwig, who raised their children in a farmhouse next door to Auschwi…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Zone of Interest,2023-11-07T09:59:56Z,"‘The Zone of Interest,’ ‘Fallen Leaves’ Lead European Film Awards Race, Followed by ‘Anatomy of a Fall’","Jonathan Glazer’s “The Zone of Interest” and Aki Kaurismäki’s “Fallen Leaves” led the European Film Awards race after nominations for the major categories were revealed Tuesday. The films were nominated in all five major categories – European film, director, …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Zone of Interest,2023-11-12T22:17:49Z,Zac Efron Recalls Wrestler Kevin Von Erich’s Reaction to ‘The Iron Claw’: ‘It’s Far and Away the Most Important Review to Me’,"Could A24 wrestle another Oscar contender into the mix, while already having two strong candidates with “Past Lives” and “The Zone of Interest”? At the beginning of “The Iron Claw,” the narrator says the Von Erich family is cursed. Towards the latter half of …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Poor Things,2023-10-20T14:00:00Z,Updates From Godzilla: Minus One and More,"Get another new look at Eli Roth’s Thanksgiving. Hear a song from the Bollywood take on Archie Comics. A new featurette goes behind the scenes on the Hunger Games prequel. Plus, more footage from Poor Things, and when to expect the return of Aqua Teen Hunger …",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Poor Things,2023-10-19T16:24:00Z,Emma Stone herself introduces new “extended look” at Poor Things,"Earlier this year, when Yorgos Lanthimos’ Poor Things won the Golden Lion at the Venice Film Festival, the director noted that the movie wouldn’t exist without the “incredible creature” that is star Emma Stone, adding that “this film is her, in front and behi…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-10-19T14:36:44Z,Quirky New Promo Featurette for 'Poor Things' featuring Emma Stone,"""We need to experience everything, Bella, this makes us whole."" Searchlight Pictures has debuted another new 60-second preview for Yorgos Lanthimos film Poor Things, produced by and starring Emma Stone. It won the Golden Lion top prize at the 2023 Venice Film…",Review,,Review,Review,,,,,,,,,,,,,,
Poor Things,2023-11-14T17:00:00Z,Music for ‘Furious Jumpers’ — Preview the ‘Poor Things’ Soundtrack with an Exclusive Track,Composer Jerskin Fendrix contributed a score that expertly captures the wild tones of Yorgos Lanthimos's film,Review,,Review,Review,,,,,,,,,,,,,,
Poor Things,2023-10-19T13:32:30Z,‘Poor Things’ Trailer: Searchlight Gives Extended Look At Emma Stone Film That Dazzled Venice Fest,"Searchlight Pictures is giving an extended look at the upcoming Yorgos Lanthimos film Poor Things, the movie starring Emma Stone, Mark Ruffalo and Willem Dafoe that goes a 10-minute-plus standing ovation last month at the Venice Film Festival. Called a “glori…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-10-23T14:14:45Z,"CIFF 2023: All of Us Strangers, Poor Things, Saltburn",On three major films that had their Windy City premiere at CIFF this year.,Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Poor Things,2023-10-19T13:00:00Z,Poor Things Trailer Previews the Emma Stone-Led Period Comedy,"A new Poor Things trailer for the Emma Stone-led period comedy from director Yorgos Lanthimos has been released. The film is set to release on December 8, 2023, from Searchlight Pictures. “From filmmaker Yorgos Lanthimos and producer Emma Stone comes the incr…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-11-13T14:55:00Z,"Willem Dafoe’s Poor Things Role Was Tough, but Rewarding for Actor","Willem Dafoe has an incredible roster of intriguing characters he’s portrayed that he can be proud of. Still, the grueling schedule for his mad scientist character in Yorgos Lanthimos‘s Poor Things was especially rewarding for the actor. Dafoe’s Creative Rich…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-10-19T13:00:55Z,New Poor Things Trailer Released,"A new Poor Things trailer reveals more of Emma Stone’s Frankenstein-esque movie from Yorgos Lanthimos, fresh off ecstatic early reviews from critics.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Poor Things,2023-11-14T16:06:11Z,"Camerimage: Willem Dafoe On Working With ‘Poor Things’ Helmer Yorgos Lanthimos, Emma Stone and Six Hours in the Makeup Chair","With the end of the SAG-AFTRA strike, Willem Dafoe came to the 31st EnergaCamerimage to support director Yorgos Lanthimos’ Poor Things, which opened the international cinematography film festival this week in Torun, Poland. During the event, the actor sat dow…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-10-19T16:47:07Z,Poor Things: New Trailer Teases Exploring The Human Experience,"It's just a good day for trailers. We got a new look at Saltburn, and now Searchlight has released a new extended trailer for Poor Things. The film premiered at the Venice Film Festival, and while the early reactions have been positive, there is already Disco…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Poor Things,2023-11-14T13:54:08Z,"Camerimage: Willem Dafoe On Working with ‘Poor Things’ helmer Yorgos Lanthimos, Emma Stone and Six Hours in the Makeup Chair","With the end of the SAG-AFTRA strike, Willem Dafoe came to the 31st EnergaCamerimage to support director Yorgos Lanthimos’ Poor Things, which opened the international cinematography film festival this week in Torun, Poland. During the event, the actor sat dow…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-11-12T22:20:57Z,"Willem Dafoe Talks ‘Poor Things,’ Why He’s Always “Aware” Of Awards Buzz & The Concluding Actors Strike: “I Assume Things Will Just Go Back To The Way They Were” — Camerimage","With SAG-AFTRA and the AMPTP reaching a tentative agreement on a new contract, our industry’s biggest stars, previously forbidden from participating in the promotion of movies distributed and made by struck studios and streamers, are finally joining the party…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-11-01T12:55:51Z,THE AMAZING SPIDER-MAN Star Emma Stone's POOR THINGS Sex Scenes Have Leaked Online,"Emma Stone (TASM) and Mark Ruffalo (Avengers: Endgame) engage in some fairly raunchy scenes in Yorgos Lanthimos' Poor Things, and said sequences have now leaked online...",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-10-19T13:57:51Z,Extended Look: Emma Stone In “Poor Things”,"Searchlight Pictures has premiered a new promo for “Poor Things,” the latest effort from “The Favorite” and “The Killing of a Sacred Deer” director Yorgos Lanthimos. The fantastical and “Frankenstein”-esque tale follows the evolution of Bella Baxter (Stone), …",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-10-24T07:26:00Z,MOVIES: LFF 2023 - Poor Things - Review,,Review,,Review,Review,,,,,,,,,,,,,,
Poor Things,2023-10-19T15:54:41Z,‘Poor Things’ Trailer: Emma Stone Threatens to Punch Crying Baby,Emma Stone threatens to punch a screaming baby in the trailer for Searchlight Pictures' Poor Things. The black-comedy fantasy film directed by Yorgos Lanthimos and ... Read More,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-10-19T13:44:41Z,"‘Poor Things’ Extended Look Trailer: Yorgos Lanthimos’ Latest Film With Emma Stone, Mark Ruffalo & More Hits Theaters On December 8","After winning the Golden Lion at the Venice Film Festival, Yorgos Lanthimos‘ “Poor Things” may be the most anticipated movie still to come in 2023. But it’s not just nabbing Venice’s top prize: “Poor Things” received unanimous praise from the Lido, with many …",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Poor Things,2023-10-24T17:10:23Z,"The Gotham Awards 2023: Complete list of nominations honor Penélope Cruz, The Last of Us, and more","The Gotham Awards 2023 nominations include Penélope Cruz, The Last of Us, Poor Things, and more for the 33rd annual celebration!
The post The Gotham Awards 2023: Complete list of nominations honor Penélope Cruz, The Last of Us, and more appeared first on JoBl…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Poor Things,2023-10-19T13:34:18Z,‘Poor Things’ Trailer: Searchlight Gives Extended Look At Emma Stone Film That Dazzled Venice Fest,"Searchlight Pictures is giving an extended look at the upcoming Yorgos Lanthimos film Poor Things, the movie starring Emma Stone, Mark Ruffalo and Willem Dafoe that goes a 10-minute-plus standing ovation last month at the Venice Film Festival. Called a “glori…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-11-10T20:15:49Z,‘The Curse’: Emma Stone & Nathan Fielder Interrogate Altruistic White Privilege In Hilariously Cringe & Excruciating Series,"Showtime’s new limited series “The Curse,” comes from the inspired, perhaps unlikely, trio of actor/producer Emma Stone (“Poor Things”), comedian/filmmaker Nathan Fielder (“The Rehearsal”), and writer/director Benny Safdie—half of the directing duo The Safdie…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-11-10T15:56:25Z,Willem Dafoe Spent Six Hours a Day in the ‘Poor Things’ Makeup Chair. He’s Not Complaining,"When Poor Things premiered in Venice over Labor Day weekend to rousing reviews and no stars in sight, Willem Dafoe watched from afar with a little bit of heartbreak, if also a lot of confidence that the film was landing—even thriving—without any of the usual …",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-11-14T15:20:37Z,"Camerimage: Willem Dafoe On Working With ‘Poor Things’ Helmer Yorgos Lanthimos, Emma Stone and Six Hours in the Makeup Chair","With the end of the SAG-AFTRA strike, Willem Dafoe came to the 31st EnergaCamerimage to support director Yorgos Lanthimos’ Poor Things, which opened the international cinematography film festival this week in Torun, Poland. During the event, the actor sat dow…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-10-19T13:34:37Z,Poor Things: Emma Stone Frankenstein story gets a new extended look trailer,"A new extended look trailer has been released for the Yorgos Lanthimos / Emma Stone film Poor Things, coming in December
The post Poor Things: Emma Stone Frankenstein story gets a new extended look trailer appeared first on JoBlo.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Poor Things,2023-11-05T18:16:07Z,Hungarian Film Commissioner Csaba Kael Talks Hungary’s Appeal to Hollywood: ‘We Have a Special DNA’,"“Poor Things,” starring Emma Stone and Mark Ruffalo, has already generated a substantial amount of Oscars buzz, becoming a major contender for next year’s awards season. What less people might know about the film is that it was shot in Budapest, Hungary — a l…",Review,,Review,Review,,,,,,,,,,,,,,
Poor Things,2023-11-04T09:20:18Z,"Movies to See This Winter: ‘Hunger Games,’ ‘Maestro’ and More","You have a preview view of this article while we are checking your access. When we have confirmed access, the full will load. Here Are the Most Anticipated Films of the Holiday Season “The Color Purple” and “Poor Things” and Beyoncé lead a list packed with go…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Poor Things,2023-11-11T23:22:09Z,"Willem Dafoe’s ‘Poor Things’ Makeup Took Six Hours Each Day to Get On: I’d Show Up at 3 A.M., ‘Meditating and Trying to Deal With Standing Still’","Willem Dafoe spent six hours in the makeup chair each day for “Poor Things,” the actor recalled in a recent interview with Vanity Fair. Now able to speak about the Frankenstein reimagining after the end of the SAG-AFTRA strike, Dafoe discussed his experience …",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-11-12T22:28:07Z,"Willem Dafoe Talks ‘Poor Things,’ Why He’s Always “Aware” Of Awards Buzz & The Concluding Actors Strike: “I Assume Things Will Just Go Back To The Way They…","With SAG-AFTRA and the AMPTP reaching a tentative agreement on a new contract, our industry’s biggest stars, previously forbidden from participating in the promotion of movies distributed and made by struck studios and streamers, are finally joining the party…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Poor Things,2023-11-07T20:54:06Z,Emma Stone Is Absolutely Fearless In ‘Poor Things’,"searchlight


“Poor Things” feels like a culmination of all the things that make Yorgos Lanthimos's movies unique and special.",Review,,Review,Review,,,,,,,,,,,,,,
Dungeons & Dragons: Honor Among Thieves,2023-11-14T06:51:42Z,**Best Buy Black Friday 4K/Blu-ray Movies Sale**: Super Mario Bros or Dungeons & Dragons: Honor Among Thieves (4K UHD + Blu-ray + Digital) $9.99 Each & More + Free Shipping,"Best Buy has *Select 4K UHD Blu-ray & Blu-ray Films* on sale as listed below. *Shipping is free* for My Best Buy Members (free to join). 
 
Thanks to Deal Editor *persian_mafia* for finding this deal.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Dungeons & Dragons: Honor Among Thieves,2023-10-31T14:56:20Z,"AFM: Alex Wolff to Direct, Star in Psychological Thriller ‘If She Burns’ With Victoria Pedretti, Asa Butterfield, Justice Smith (Exclusive)","Alex Wolff (Oppenheimer, Hereditary, Pig), Victoria Pedretti (You, Origin, Once Upon A Time In Hollywood), Asa Butterfield (Sex Education, Ender’s Game, Hugo) and Justice Smith (Dungeons & Dragons: Honor Among Thieves, Jurassic World: Fallen Kingdom) are set …",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
A Haunting in Venice,2023-10-31T18:00:05Z,5 movies on Hulu that are perfect to watch in the fall,"Our picks for the five movies on Hulu that are perfect to watch this fall include The Boogeyman, A Haunting in Venice, and Sleepless in Seattle.",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
A Haunting in Venice,2023-10-23T14:50:30Z,How To Watch A Haunting In Venice At Home,"Kenneth Branagh&amp;#39;s A Haunting in Venice will become available for streaming just in time for Halloween, ahead of the Poirot mystery&amp;#39;s release on physical media.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
